Região Geográfica;Unidade da Federação;Município;Código do Município;Número de Matrículas da Educação Básica;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Total1-3;Sexo e Cor/Raça;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Feminino;;;;;;;Masculino;;;;;;;;;;;;;;;;
;;;;;Total;Não Declarada;Branca;Preta;Parda;Amarela;Indígena;Total;Não Declarada;Branca;Preta;Parda;Amarela;Indígena;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Norte  ; Amazonas  ; Canutama  ;1300904; 4.049 ; 2.011 ; 273 ; 150 ; 12 ; 1.465 ; 3 ; 108 ; 2.038 ; 242 ; 144 ; 11 ; 1.532 ; 3 ; 106 ;;;;;;;;;;
 Norte  ; Amazonas  ; Carauari  ;1301001; 9.328 ; 4.589 ; 139 ; 413 ; 75 ; 3.854 ; 2 ; 106 ; 4.739 ; 133 ; 407 ; 89 ; 4.010 ; -   ; 100 ;;;;;;;;;;
 Norte  ; Amazonas  ; Careiro  ;1301100; 11.305 ; 5.573 ; 1.543 ; 393 ; 56 ; 3.473 ; 7 ; 101 ; 5.732 ; 1.627 ; 324 ; 58 ; 3.603 ; 9 ; 111 ;;;;;;;;;;
 Norte  ; Amazonas  ; Careiro da Várzea  ;1301159; 5.540 ; 2.749 ; 118 ; 137 ; 26 ; 2.317 ; 4 ; 147 ; 2.791 ; 145 ; 113 ; 20 ; 2.351 ; 2 ; 160 ;;;;;;;;;;
 Norte  ; Amazonas  ; Coari  ;1301209; 22.060 ; 10.903 ; 3.972 ; 344 ; 75 ; 5.970 ; 10 ; 532 ; 11.157 ; 3.928 ; 312 ; 69 ; 6.247 ; 6 ; 595 ;;;;;;;;;;
 Norte  ; Amazonas  ; Codajás  ;1301308; 7.029 ; 3.476 ; 252 ; 357 ; 18 ; 2.849 ; -   ; -   ; 3.553 ; 263 ; 320 ; 24 ; 2.945 ; -   ; 1 ;;;;;;;;;;
 Norte  ; Amazonas  ; Eirunepé  ;1301407; 11.657 ; 5.781 ; 1.304 ; 404 ; 58 ; 3.508 ; 11 ; 496 ; 5.876 ; 1.225 ; 370 ; 58 ; 3.761 ; 17 ; 445 ;;;;;;;;;;
 Norte  ; Amazonas  ; Envira  ;1301506; 5.986 ; 3.039 ; 1.242 ; 415 ; 40 ; 1.031 ; 15 ; 296 ; 2.947 ; 1.228 ; 292 ; 37 ; 1.031 ; 8 ; 351 ;;;;;;;;;;
 Norte  ; Amazonas  ; Fonte Boa  ;1301605; 9.313 ; 4.610 ; 382 ; 33 ; 9 ; 3.973 ; 2 ; 211 ; 4.703 ; 370 ; 29 ; 14 ; 4.025 ; 4 ; 261 ;;;;;;;;;;
 Norte  ; Amazonas  ; Guajará  ;1301654; 4.299 ; 2.106 ; 581 ; 172 ; 27 ; 1.310 ; 3 ; 13 ; 2.193 ; 595 ; 167 ; 27 ; 1.377 ; 2 ; 25 ;;;;;;;;;;
 Norte  ; Amazonas  ; Humaitá  ;1301704; 14.910 ; 7.294 ; 1.283 ; 622 ; 78 ; 5.035 ; 12 ; 264 ; 7.616 ; 1.245 ; 552 ; 87 ; 5.401 ; 11 ; 320 ;;;;;;;;;;
 Norte  ; Amazonas  ; Ipixuna  ;1301803; 5.701 ; 2.738 ; 209 ; 100 ; 17 ; 2.184 ; 1 ; 227 ; 2.963 ; 211 ; 105 ; 15 ; 2.390 ; 2 ; 240 ;;;;;;;;;;
 Norte  ; Amazonas  ; Iranduba  ;1301852; 17.384 ; 8.676 ; 1.223 ; 393 ; 62 ; 6.977 ; 5 ; 16 ; 8.708 ; 1.268 ; 440 ; 53 ; 6.921 ; 16 ; 10 ;;;;;;;;;;
 Norte  ; Amazonas  ; Itacoatiara  ;1301902; 30.077 ; 14.690 ; 4.194 ; 775 ; 103 ; 9.440 ; 5 ; 173 ; 15.387 ; 4.279 ; 683 ; 92 ; 10.107 ; 5 ; 221 ;;;;;;;;;;
 Norte  ; Amazonas  ; Itamarati  ;1301951; 4.433 ; 2.164 ; 32 ; 42 ; 3 ; 1.707 ; -   ; 380 ; 2.269 ; 38 ; 34 ; 5 ; 1.794 ; 1 ; 397 ;;;;;;;;;;
 Norte  ; Amazonas  ; Itapiranga  ;1302009; 3.536 ; 1.788 ; 671 ; 95 ; 5 ; 1.015 ; -   ; 2 ; 1.748 ; 659 ; 97 ; 6 ; 985 ; 1 ; -   ;;;;;;;;;;
 Norte  ; Amazonas  ; Japurá  ;1302108; 4.000 ; 1.969 ; 313 ; 40 ; 7 ; 1.233 ; 1 ; 375 ; 2.031 ; 333 ; 31 ; 4 ; 1.249 ; -   ; 414 ;;;;;;;;;;
 Norte  ; Amazonas  ; Juruá  ;1302207; 4.246 ; 2.077 ; 100 ; 80 ; 5 ; 1.672 ; 6 ; 214 ; 2.169 ; 97 ; 78 ; 10 ; 1.759 ; 1 ; 224 ;;;;;;;;;;
 Norte  ; Amazonas  ; Jutaí  ;1302306; 10.721 ; 5.297 ; 502 ; 114 ; 56 ; 3.140 ; 7 ; 1.478 ; 5.424 ; 454 ; 120 ; 56 ; 3.241 ; 13 ; 1.540 ;;;;;;;;;;
 Norte  ; Amazonas  ; Lábrea  ;1302405; 12.744 ; 6.159 ; 606 ; 448 ; 52 ; 4.057 ; 12 ; 984 ; 6.585 ; 622 ; 347 ; 61 ; 4.495 ; 20 ; 1.040 ;;;;;;;;;;
 Norte  ; Amazonas  ; Manacapuru  ;1302504; 31.352 ; 15.377 ; 3.305 ; 784 ; 59 ; 11.149 ; 8 ; 72 ; 15.975 ; 3.491 ; 643 ; 79 ; 11.670 ; 11 ; 81 ;;;;;;;;;;
 Norte  ; Amazonas  ; Manaquiri  ;1302553; 5.989 ; 2.916 ; 664 ; 109 ; 15 ; 1.767 ; 2 ; 359 ; 3.073 ; 666 ; 79 ; 21 ; 1.894 ; 2 ; 411 ;;;;;;;;;;
 Norte  ; Amazonas  ; Manaus  ;1302603; 534.425 ; 264.677 ; 38.175 ; 29.272 ; 2.475 ; 193.906 ; 389 ; 460 ; 269.748 ; 38.598 ; 28.296 ; 2.596 ; 199.459 ; 400 ; 399 ;;;;;;;;;;
 Norte  ; Amazonas  ; Manicoré  ;1302702; 17.270 ; 8.536 ; 2.693 ; 1.097 ; 46 ; 4.223 ; 2 ; 475 ; 8.734 ; 2.676 ; 1.172 ; 39 ; 4.320 ; -   ; 527 ;;;;;;;;;;
 Norte  ; Amazonas  ; Maraã  ;1302801; 7.049 ; 3.476 ; 74 ; 20 ; 10 ; 2.908 ; 3 ; 461 ; 3.573 ; 81 ; 20 ; 13 ; 2.971 ; 2 ; 486 ;;;;;;;;;;
 Norte  ; Amazonas  ; Maués  ;1302900; 19.390 ; 9.444 ; 993 ; 140 ; 51 ; 7.036 ; 5 ; 1.219 ; 9.946 ; 997 ; 149 ; 65 ; 7.437 ; 6 ; 1.292 ;;;;;;;;;;
 Norte  ; Amazonas  ; Nhamundá  ;1303007; 5.624 ; 2.810 ; 50 ; 108 ; 8 ; 2.466 ; -   ; 178 ; 2.814 ; 35 ; 113 ; 14 ; 2.491 ; -   ; 161 ;;;;;;;;;;
 Norte  ; Amazonas  ; Nova Olinda do Norte  ;1303106; 10.111 ; 4.933 ; 217 ; 75 ; 17 ; 4.428 ; 4 ; 192 ; 5.178 ; 234 ; 64 ; 14 ; 4.634 ; 4 ; 228 ;;;;;;;;;;
 Norte  ; Amazonas  ; Novo Airão  ;1303205; 4.727 ; 2.395 ; 714 ; 77 ; 31 ; 1.383 ; 1 ; 189 ; 2.332 ; 620 ; 76 ; 56 ; 1.359 ; -   ; 221 ;;;;;;;;;;
 Norte  ; Amazonas  ; Novo Aripuanã  ;1303304; 5.871 ; 2.952 ; 219 ; 83 ; 34 ; 2.597 ; -   ; 19 ; 2.919 ; 208 ; 84 ; 22 ; 2.587 ; -   ; 18 ;;;;;;;;;;
 Norte  ; Amazonas  ; Parintins  ;1303403; 31.425 ; 15.441 ; 1.282 ; 285 ; 53 ; 13.449 ; 8 ; 364 ; 15.984 ; 1.308 ; 271 ; 29 ; 13.999 ; 6 ; 371 ;;;;;;;;;;
 Norte  ; Amazonas  ; Pauini  ;1303502; 5.465 ; 2.674 ; 389 ; 194 ; 13 ; 1.564 ; 4 ; 510 ; 2.791 ; 380 ; 177 ; 18 ; 1.712 ; 3 ; 501 ;;;;;;;;;;
 Norte  ; Amazonas  ; Presidente Figueiredo  ;1303536; 10.923 ; 5.410 ; 777 ; 501 ; 70 ; 4.050 ; 4 ; 8 ; 5.513 ; 771 ; 411 ; 65 ; 4.246 ; 6 ; 14 ;;;;;;;;;;
 Norte  ; Amazonas  ; Rio Preto da Eva  ;1303569; 8.667 ; 4.376 ; 1.873 ; 378 ; 57 ; 1.981 ; 9 ; 78 ; 4.291 ; 1.824 ; 338 ; 60 ; 1.984 ; 5 ; 80 ;;;;;;;;;;
 Norte  ; Amazonas  ; Santa Isabel do Rio Negro  ;1303601; 5.254 ; 2.653 ; 272 ; 18 ; 8 ; 495 ; -   ; 1.860 ; 2.601 ; 248 ; 25 ; 6 ; 542 ; 2 ; 1.778 ;;;;;;;;;;
 Norte  ; Amazonas  ; Santo Antônio do Içá  ;1303700; 11.523 ; 5.778 ; 322 ; 53 ; 15 ; 3.182 ; 3 ; 2.203 ; 5.745 ; 296 ; 41 ; 17 ; 3.171 ; -   ; 2.220 ;;;;;;;;;;
 Norte  ; Amazonas  ; São Gabriel da Cachoeira  ;1303809; 19.211 ; 9.481 ; 536 ; 99 ; 6 ; 665 ; 3 ; 8.172 ; 9.730 ; 548 ; 103 ; 6 ; 700 ; 5 ; 8.368 ;;;;;;;;;;
 Norte  ; Amazonas  ; São Paulo de Olivença  ;1303908; 13.111 ; 6.346 ; 201 ; 21 ; 10 ; 2.420 ; 3 ; 3.691 ; 6.765 ; 230 ; 17 ; 12 ; 2.532 ; -   ; 3.974 ;;;;;;;;;;
 Norte  ; Amazonas  ; São Sebastião do Uatumã  ;1303957; 3.108 ; 1.501 ; 224 ; 110 ; 10 ; 1.154 ; -   ; 3 ; 1.607 ; 244 ; 109 ; 16 ; 1.226 ; 3 ; 9 ;;;;;;;;;;
 Norte  ; Amazonas  ; Silves  ;1304005; 3.805 ; 1.891 ; 1.165 ; 41 ; 4 ; 676 ; -   ; 5 ; 1.914 ; 1.196 ; 43 ; 4 ; 666 ; 1 ; 4 ;;;;;;;;;;
 Norte  ; Amazonas  ; Tabatinga  ;1304062; 24.427 ; 12.278 ; 1.902 ; 443 ; 31 ; 5.176 ; 13 ; 4.713 ; 12.149 ; 1.827 ; 406 ; 36 ; 5.217 ; 17 ; 4.646 ;;;;;;;;;;
 Norte  ; Amazonas  ; Tapauá  ;1304104; 6.746 ; 3.321 ; 57 ; 174 ; 18 ; 2.359 ; -   ; 713 ; 3.425 ; 37 ; 173 ; 22 ; 2.439 ; 2 ; 752 ;;;;;;;;;;
 Norte  ; Amazonas  ; Tefé  ;1304203; 26.643 ; 12.968 ; 1.854 ; 249 ; 59 ; 9.880 ; 7 ; 919 ; 13.675 ; 1.967 ; 233 ; 78 ; 10.337 ; 4 ; 1.056 ;;;;;;;;;;
 Norte  ; Amazonas  ; Tonantins  ;1304237; 6.811 ; 3.370 ; 71 ; 22 ; 10 ; 2.449 ; 3 ; 815 ; 3.441 ; 73 ; 20 ; 10 ; 2.547 ; 1 ; 790 ;;;;;;;;;;
 Norte  ; Amazonas  ; Uarini  ;1304260; 5.830 ; 2.844 ; 156 ; 50 ; 18 ; 2.272 ; -   ; 348 ; 2.986 ; 118 ; 47 ; 20 ; 2.419 ; 2 ; 380 ;;;;;;;;;;
 Norte  ; Amazonas  ; Urucará  ;1304302; 4.663 ; 2.353 ; 585 ; 127 ; 7 ; 1.597 ; 2 ; 35 ; 2.310 ; 556 ; 125 ; 6 ; 1.586 ; 1 ; 36 ;;;;;;;;;;
 Norte  ; Amazonas  ; Urucurituba  ;1304401; 6.203 ; 3.027 ; 502 ; 106 ; 12 ; 2.407 ; -   ; -   ; 3.176 ; 558 ; 95 ; 17 ; 2.506 ; -   ; -   ;;;;;;;;;;
 Norte  ; Roraima  ;    ; ; 180.965 ; 88.609 ; 16.104 ; 10.067 ; 1.613 ; 45.765 ; 184 ; 14.876 ; 92.356 ; 16.921 ; 9.895 ; 1.778 ; 48.037 ; 183 ; 15.542 ;;;;;;;;;;
 Norte  ; Roraima  ; Alto Alegre  ;1400050; 4.960 ; 2.344 ; 125 ; 157 ; 39 ; 895 ; 3 ; 1.125 ; 2.616 ; 124 ; 180 ; 34 ; 1.000 ; 10 ; 1.268 ;;;;;;;;;;
 Norte  ; Roraima  ; Amajari  ;1400027; 3.802 ; 1.766 ; 597 ; 23 ; 6 ; 161 ; 2 ; 977 ; 2.036 ; 662 ; 19 ; 9 ; 217 ; 1 ; 1.128 ;;;;;;;;;;
 Norte  ; Roraima  ; Boa Vista  ;1400100; 108.612 ; 53.518 ; 10.109 ; 7.849 ; 1.128 ; 32.400 ; 127 ; 1.905 ; 55.094 ; 10.615 ; 7.645 ; 1.312 ; 33.586 ; 111 ; 1.825 ;;;;;;;;;;
 Norte  ; Roraima  ; Bonfim  ;1400159; 6.077 ; 2.971 ; 889 ; 74 ; 19 ; 476 ; -   ; 1.513 ; 3.106 ; 976 ; 56 ; 24 ; 481 ; 4 ; 1.565 ;;;;;;;;;;
 Norte  ; Roraima  ; Cantá  ;1400175; 5.865 ; 2.804 ; 653 ; 75 ; 12 ; 1.264 ; 3 ; 797 ; 3.061 ; 699 ; 105 ; 14 ; 1.423 ; 3 ; 817 ;;;;;;;;;;
 Norte  ; Roraima  ; Caracaraí  ;1400209; 5.810 ; 2.836 ; 1.052 ; 166 ; 37 ; 1.492 ; 1 ; 88 ; 2.974 ; 1.076 ; 144 ; 34 ; 1.606 ; 2 ; 112 ;;;;;;;;;;
 Norte  ; Roraima  ; Caroebe  ;1400233; 3.014 ; 1.402 ; 31 ; 231 ; 37 ; 1.019 ; -   ; 84 ; 1.612 ; 32 ; 261 ; 24 ; 1.187 ; 2 ; 106 ;;;;;;;;;;
 Norte  ; Roraima  ; Iracema  ;1400282; 2.255 ; 1.131 ; 266 ; 119 ; 23 ; 663 ; 2 ; 58 ; 1.124 ; 258 ; 99 ; 20 ; 686 ; 2 ; 59 ;;;;;;;;;;
 Norte  ; Roraima  ; Mucajaí  ;1400308; 5.370 ; 2.624 ; 92 ; 263 ; 53 ; 2.142 ; 1 ; 73 ; 2.746 ; 86 ; 265 ; 45 ; 2.268 ; 3 ; 79 ;;;;;;;;;;
 Norte  ; Roraima  ; Normandia  ;1400407; 7.197 ; 3.524 ; 187 ; 32 ; 4 ; 365 ; 2 ; 2.934 ; 3.673 ; 215 ; 31 ; 4 ; 351 ; 2 ; 3.070 ;;;;;;;;;;
 Norte  ; Roraima  ; Pacaraima  ;1400456; 8.580 ; 4.267 ; 1.288 ; 169 ; 37 ; 675 ; 16 ; 2.082 ; 4.313 ; 1.236 ; 179 ; 55 ; 693 ; 20 ; 2.130 ;;;;;;;;;;
 Norte  ; Roraima  ; Rorainópolis  ;1400472; 8.281 ; 4.038 ; 495 ; 600 ; 165 ; 2.736 ; 19 ; 23 ; 4.243 ; 576 ; 620 ; 139 ; 2.859 ; 15 ; 34 ;;;;;;;;;;
 Norte  ; Roraima  ; São João da Baliza  ;1400506; 2.203 ; 1.043 ; 31 ; 117 ; 13 ; 797 ; -   ; 85 ; 1.160 ; 36 ; 131 ; 22 ; 900 ; 1 ; 70 ;;;;;;;;;;
 Norte  ; Roraima  ; São Luiz  ;1400605; 1.913 ; 907 ; 75 ; 182 ; 40 ; 567 ; 2 ; 41 ; 1.006 ; 97 ; 148 ; 39 ; 670 ; 3 ; 49 ;;;;;;;;;;
 Norte  ; Roraima  ; Uiramutã  ;1400704; 7.026 ; 3.434 ; 214 ; 10 ; -   ; 113 ; 6 ; 3.091 ; 3.592 ; 233 ; 12 ; 3 ; 110 ; 4 ; 3.230 ;;;;;;;;;;
 Norte  ; Pará  ;    ; ; 2.204.948 ; 1.086.660 ; 491.992 ; 84.371 ; 21.624 ; 476.900 ; 2.156 ; 9.617 ; 1.118.288 ; 507.370 ; 81.144 ; 24.077 ; 492.925 ; 2.065 ; 10.707 ;;;;;;;;;;
 Norte  ; Pará  ; Abaetetuba  ;1500107; 44.828 ; 22.300 ; 6.069 ; 2.450 ; 651 ; 13.123 ; 5 ; 2 ; 22.528 ; 5.884 ; 2.404 ; 665 ; 13.563 ; 12 ; -   ;;;;;;;;;;
 Norte  ; Pará  ; Abel Figueiredo  ;1500131; 1.710 ; 827 ; 630 ; 31 ; 6 ; 158 ; -   ; 2 ; 883 ; 680 ; 26 ; 8 ; 169 ; -   ; -   ;;;;;;;;;;
 Norte  ; Pará  ; Acará  ;1500206; 20.020 ; 9.592 ; 4.467 ; 239 ; 420 ; 4.456 ; 8 ; 2 ; 10.428 ; 4.707 ; 253 ; 538 ; 4.922 ; 4 ; 4 ;;;;;;;;;;
 Norte  ; Pará  ; Afuá  ;1500305; 13.674 ; 6.654 ; 3.066 ; 159 ; 63 ; 3.363 ; 3 ; -   ; 7.020 ; 3.202 ; 131 ; 82 ; 3.599 ; 6 ; -   ;;;;;;;;;;
 Norte  ; Pará  ; Água Azul do Norte  ;1500347; 3.645 ; 1.727 ; 1.065 ; 176 ; 15 ; 468 ; 3 ; -   ; 1.918 ; 1.202 ; 195 ; 15 ; 500 ; 6 ; -   ;;;;;;;;;;
 Norte  ; Pará  ; Alenquer  ;1500404; 16.203 ; 7.918 ; 781 ; 585 ; 118 ; 6.426 ; 7 ; 1 ; 8.285 ; 733 ; 544 ; 175 ; 6.829 ; 3 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Almeirim  ;1500503; 11.527 ; 5.635 ; 3.077 ; 149 ; 33 ; 2.367 ; 6 ; 3 ; 5.892 ; 3.323 ; 120 ; 47 ; 2.396 ; 5 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Altamira  ;1500602; 33.346 ; 16.430 ; 2.516 ; 2.556 ; 620 ; 9.600 ; 63 ; 1.075 ; 16.916 ; 2.561 ; 2.467 ; 676 ; 10.019 ; 59 ; 1.134 ;;;;;;;;;;
 Norte  ; Pará  ; Anajás  ;1500701; 11.798 ; 5.797 ; 808 ; 594 ; 126 ; 4.257 ; 8 ; 4 ; 6.001 ; 708 ; 493 ; 186 ; 4.602 ; 10 ; 2 ;;;;;;;;;;
 Norte  ; Pará  ; Ananindeua  ;1500800; 103.047 ; 51.870 ; 25.026 ; 3.895 ; 955 ; 21.840 ; 100 ; 54 ; 51.177 ; 24.833 ; 3.652 ; 933 ; 21.626 ; 75 ; 58 ;;;;;;;;;;
 Norte  ; Pará  ; Anapu  ;1500859; 9.295 ; 4.510 ; 3.209 ; 220 ; 46 ; 1.010 ; 21 ; 4 ; 4.785 ; 3.459 ; 201 ; 69 ; 1.040 ; 15 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Augusto Corrêa  ;1500909; 13.862 ; 6.822 ; 5.282 ; 77 ; 17 ; 1.444 ; 1 ; 1 ; 7.040 ; 5.453 ; 70 ; 31 ; 1.485 ; -   ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Aurora do Pará  ;1500958; 6.697 ; 3.253 ; 2.326 ; 85 ; 49 ; 787 ; 5 ; 1 ; 3.444 ; 2.458 ; 109 ; 53 ; 817 ; 7 ; -   ;;;;;;;;;;
 Norte  ; Pará  ; Aveiro  ;1501006; 4.073 ; 1.961 ; 1.285 ; 24 ; 1 ; 410 ; 1 ; 240 ; 2.112 ; 1.376 ; 24 ; 4 ; 461 ; 1 ; 246 ;;;;;;;;;;
 Norte  ; Pará  ; Bagre  ;1501105; 7.368 ; 3.522 ; 755 ; 276 ; 101 ; 2.387 ; 2 ; 1 ; 3.846 ; 797 ; 215 ; 150 ; 2.679 ; 3 ; 2 ;;;;;;;;;;
 Norte  ; Pará  ; Baião  ;1501204; 9.645 ; 4.545 ; 802 ; 169 ; 455 ; 3.110 ; 7 ; 2 ; 5.100 ; 872 ; 189 ; 574 ; 3.463 ; 1 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Bannach  ;1501253; 983 ; 465 ; 301 ; 10 ; 3 ; 127 ; 1 ; 23 ; 518 ; 354 ; 9 ; 4 ; 110 ; 2 ; 39 ;;;;;;;;;;
 Norte  ; Pará  ; Barcarena  ;1501303; 36.981 ; 18.232 ; 3.097 ; 1.927 ; 324 ; 12.862 ; 19 ; 3 ; 18.749 ; 3.011 ; 1.949 ; 359 ; 13.402 ; 22 ; 6 ;;;;;;;;;;
 Norte  ; Pará  ; Belém  ;1501402; 265.927 ; 133.583 ; 53.710 ; 20.892 ; 2.808 ; 55.727 ; 259 ; 187 ; 132.344 ; 53.526 ; 20.227 ; 2.896 ; 55.312 ; 199 ; 184 ;;;;;;;;;;
 Norte  ; Pará  ; Belterra  ;1501451; 5.168 ; 2.443 ; 631 ; 139 ; 34 ; 1.560 ; 8 ; 71 ; 2.725 ; 735 ; 141 ; 46 ; 1.700 ; 9 ; 94 ;;;;;;;;;;
 Norte  ; Pará  ; Benevides  ;1501501; 17.503 ; 8.705 ; 3.204 ; 583 ; 140 ; 4.767 ; 8 ; 3 ; 8.798 ; 3.321 ; 552 ; 140 ; 4.768 ; 11 ; 6 ;;;;;;;;;;
 Norte  ; Pará  ; Bom Jesus do Tocantins  ;1501576; 4.114 ; 2.007 ; 1.497 ; 49 ; 13 ; 242 ; -   ; 206 ; 2.107 ; 1.596 ; 23 ; 8 ; 241 ; 1 ; 238 ;;;;;;;;;;
 Norte  ; Pará  ; Bonito  ;1501600; 3.015 ; 1.471 ; 981 ; 49 ; 13 ; 417 ; 11 ; -   ; 1.544 ; 1.042 ; 46 ; 13 ; 438 ; 4 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Bragança  ;1501709; 33.007 ; 16.485 ; 12.329 ; 255 ; 44 ; 3.851 ; 5 ; 1 ; 16.522 ; 12.566 ; 253 ; 38 ; 3.659 ; 5 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Brasil Novo  ;1501725; 5.813 ; 2.928 ; 1.400 ; 237 ; 70 ; 1.131 ; 87 ; 3 ; 2.885 ; 1.436 ; 225 ; 77 ; 1.046 ; 101 ; -   ;;;;;;;;;;
 Norte  ; Pará  ; Brejo Grande do Araguaia  ;1501758; 2.222 ; 1.075 ; 877 ; 18 ; 4 ; 107 ; 1 ; 68 ; 1.147 ; 921 ; 19 ; 6 ; 121 ; 2 ; 78 ;;;;;;;;;;
 Norte  ; Pará  ; Breu Branco  ;1501782; 11.411 ; 5.557 ; 3.260 ; 246 ; 115 ; 1.892 ; 40 ; 4 ; 5.854 ; 3.388 ; 263 ; 155 ; 2.013 ; 32 ; 3 ;;;;;;;;;;
 Norte  ; Pará  ; Breves  ;1501808; 40.726 ; 19.557 ; 9.315 ; 809 ; 190 ; 9.218 ; 14 ; 11 ; 21.169 ; 10.173 ; 753 ; 218 ; 10.000 ; 16 ; 9 ;;;;;;;;;;
 Norte  ; Pará  ; Bujaru  ;1501907; 8.395 ; 4.169 ; 2.767 ; 61 ; 115 ; 1.224 ; 1 ; 1 ; 4.226 ; 2.748 ; 65 ; 131 ; 1.278 ; 1 ; 3 ;;;;;;;;;;
 Norte  ; Pará  ; Cachoeira do Arari  ;1502004; 5.862 ; 2.894 ; 2.108 ; 79 ; 98 ; 608 ; -   ; 1 ; 2.968 ; 2.203 ; 44 ; 86 ; 632 ; 2 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Cachoeira do Piriá  ;1501956; 5.790 ; 2.816 ; 1.481 ; 146 ; 87 ; 1.093 ; 4 ; 5 ; 2.974 ; 1.497 ; 166 ; 117 ; 1.186 ; 7 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Cametá  ;1502103; 39.966 ; 19.100 ; 11.234 ; 563 ; 209 ; 7.084 ; 10 ; -   ; 20.866 ; 12.200 ; 508 ; 198 ; 7.950 ; 9 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Canaã dos Carajás  ;1502152; 23.163 ; 11.497 ; 3.568 ; 1.664 ; 261 ; 5.951 ; 44 ; 9 ; 11.666 ; 3.613 ; 1.718 ; 278 ; 6.019 ; 34 ; 4 ;;;;;;;;;;
 Norte  ; Pará  ; Capanema  ;1502202; 17.242 ; 8.704 ; 3.259 ; 728 ; 69 ; 4.636 ; 8 ; 4 ; 8.538 ; 3.061 ; 676 ; 71 ; 4.707 ; 12 ; 11 ;;;;;;;;;;
 Norte  ; Pará  ; Capitão Poço  ;1502301; 13.307 ; 6.317 ; 3.636 ; 87 ; 15 ; 2.446 ; 24 ; 109 ; 6.990 ; 4.052 ; 127 ; 14 ; 2.631 ; 34 ; 132 ;;;;;;;;;;
 Norte  ; Pará  ; Castanhal  ;1502400; 54.710 ; 27.286 ; 15.754 ; 2.317 ; 369 ; 8.761 ; 69 ; 16 ; 27.424 ; 16.461 ; 2.162 ; 403 ; 8.324 ; 61 ; 13 ;;;;;;;;;;
 Norte  ; Pará  ; Chaves  ;1502509; 8.094 ; 3.942 ; 1.163 ; 141 ; 131 ; 2.500 ; 4 ; 3 ; 4.152 ; 1.208 ; 113 ; 163 ; 2.659 ; 8 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Colares  ;1502608; 3.162 ; 1.587 ; 1.126 ; 25 ; 16 ; 419 ; 1 ; -   ; 1.575 ; 1.110 ; 35 ; 14 ; 416 ; -   ; -   ;;;;;;;;;;
 Norte  ; Pará  ; Conceição do Araguaia  ;1502707; 10.926 ; 5.251 ; 1.417 ; 772 ; 135 ; 2.911 ; 13 ; 3 ; 5.675 ; 1.632 ; 838 ; 133 ; 3.054 ; 12 ; 6 ;;;;;;;;;;
 Norte  ; Pará  ; Concórdia do Pará  ;1502756; 12.613 ; 6.090 ; 4.372 ; 126 ; 352 ; 1.234 ; 4 ; 2 ; 6.523 ; 4.539 ; 121 ; 451 ; 1.410 ; 1 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Cumaru do Norte  ;1502764; 3.659 ; 1.807 ; 502 ; 164 ; 42 ; 768 ; 8 ; 323 ; 1.852 ; 505 ; 179 ; 42 ; 796 ; 13 ; 317 ;;;;;;;;;;
 Norte  ; Pará  ; Curionópolis  ;1502772; 7.605 ; 3.709 ; 762 ; 382 ; 88 ; 2.466 ; 10 ; 1 ; 3.896 ; 788 ; 370 ; 103 ; 2.630 ; 2 ; 3 ;;;;;;;;;;
 Norte  ; Pará  ; Curralinho  ;1502806; 12.368 ; 5.801 ; 694 ; 163 ; 99 ; 4.843 ; 1 ; 1 ; 6.567 ; 703 ; 130 ; 114 ; 5.617 ; 2 ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Curuá  ;1502855; 4.303 ; 2.094 ; 469 ; 109 ; 15 ; 1.500 ; 1 ; -   ; 2.209 ; 492 ; 107 ; 33 ; 1.574 ; 3 ; -   ;;;;;;;;;;
 Norte  ; Pará  ; Curuçá  ;1502905; 10.206 ; 5.015 ; 4.150 ; 105 ; 15 ; 741 ; -   ; 4 ; 5.191 ; 4.304 ; 67 ; 27 ; 792 ; -   ; 1 ;;;;;;;;;;
 Norte  ; Pará  ; Dom Eliseu  ;1502939; 10.728 ; 5.321 ; 3.648 ; 364 ; 78 ; 1.219 ; 9 ; 3 ; 5.407 ; 3.636 ; 344 ; 81 ; 1.338 ; 6 ; 2 ;;;;;;;;;;
 Norte  ; Pará  ; Eldorado do Carajás  ;1502954; 7.901 ; 3.860 ; 2.653 ; 140 ; 36 ; 1.021 ; 10 ; -   ; 4.041 ; 2.883 ; 123 ; 54 ; 966 ; 12 ; 3 ;;;;;;;;;;
